riddle,choice0,choice1,choice2,choice3,choice4,label
青枝绿叶紫红梗，倒叫主人费了心，先开黄花金玉朵，后开白花谢主人。 （打一植物）,油菜籽,玉米,棉花,小麦,豆类作物,2
身长约一丈，鼻生头顶上。背黑肚皮白，安家在海洋（打一动物名）,水獭,海豚,蝠鲼,锤头鲨,鲸鱼,1
笛歌散尽游人去 （打成语一）,隐退,没落,东山再起,层出不穷,销声匿迹,4
一匹马儿三条腿，日夜奔走不怕累，马蹄嗒嗒提醒你，珍惜时间莫浪费。 （打一常见物）,钟表,缝纫机,百达翡丽,地球仪,帕玛强尼,0
颗颗深红小浆果，力量热情足够火。 （打一饮品）,啤酒,饮品,咖啡,热可可,巧克力,2
明明有变化 （打一《聊斋志异》篇目）,粉妆,祭红,胭脂,眉黛,凤仙,2
扁担作字两头看 （打一成语）,无所畏惧,坚持不懈,信念,难能可贵,始终如一,4
与在下意见相左 （打成语一）,非同小可,千难万难,志在必得,易如反掌,惊天动地,0
宽宽大嘴脸儿方，名字有马却无毛。 （打一动物）,河马,大象,老虎,长颈鹿,树懒,0
二人 （打一成语）,欢喜冤家,金童玉女,天作之合,良配,命中注定,2
朋友来了有好酒 （打一成语）,阿谀奉承,溜须拍马,虚与委蛇,趋炎附势,曲意逢迎,4
诸侯独立 （打成语一）,分而治之,一盘散沙,矛盾重重,各自为政,独大,3
植树能手 （打一成语）,八大王,江湖侠客,草莽英雄,绿林好汉,恶少,3
青龙滚来白龙盘，青石岭上种庄稼，播下种子千万石，想收一粒难上难。 （打一物）,石磨,碾子,辘轳,碌碡,碓窝,1
抱着孩子跳井（打一成语）,惶然,惴惴,犹豫不定,患得患失,左右为难,2
无奈家业日衰败 （四字俗语）,挠心,不上不下,窝憋,度日如年,没着没落,4
所有项目都取胜 （安徒生童话篇目一）,天神宙斯,阿佛洛狄特,埃及艳后,法老,普赛克,4
危房 （打一成语）,到处留情,寻花问柳,见异思迁,不安于室,善妒,3
久别重逢 （打一中草药名）,半边莲,省头草,一见喜,鹤虱,臭梧桐,2
学好藏语不容易 （打一成语）,难言之隐,不可告人,家室,讳莫如深,心病还需心药医,0
不是紫竹不是麻，树高三尺开黄花，黄花掉落结青瓜，青瓜破了又开花。 （打一植物）,葱,姜,田,王,蒜,1
八一军曲 （打一古书）,礼魂,湘君,楚辞,离骚,九歌,4
小小一本书，一天看一页，看完这本书，大家过新年。 （打一物品）,明信片,书签,日历,贺卡,效率手册,2
航天 （打成语一）,腾云驾雾,九霄之上,龙身,飞天,奔马,0
虚心虚心再虚心 （打二字中药名）,三七,金线莲,天麻,何首乌,人参,0
书法谜：闭关却扫 （歌曲名）,临别赠言,天堂的信,遥寄相思,一封家书,游子吟,3
现已实现小康 （打俗语三字）,你还有我,没什么大不了,消消气,别难过,傻孩子,3
傍晚的余晖洒满了整个小镇 （打一电影名）,可爱的骨头,悲惨世界,暮光之城,画皮,夜访吸血鬼,2
短处经常说 （打一成语）,不足挂齿,举手之劳,过誉,无名小卒,一介草民,0
光滑滑，圆溜溜，没有翅膀空中游，肚子里面装仪器，科学研究当助手。 （打一物）,炸弹,太空探测器,人造卫星,地球轨道,宇宙飞船,2
醒能述以文者 （打一古代著作）,三言两拍,南柯记,临川四梦,汤显祖,聊斋志异,1
总有一日天会晴 （中草药）,大青,黑背,牤牛,蜈蚣,蟒,0
静脉注射 （打成语一）,切中肯綮,头头是道,掷地有声,鞭辟入里,一针见血,4
太白落难 （打一称谓）,鸡犬不宁,横祸,命犯太岁,多管闲事,灾星,4
黑补丁，白补丁，站在枝头唱五更。 （打一动物）,麻雀,燕子,喜鹊,鸟儿,大雁,2
虽在军中，手不释卷。 （打一报刊名）,电子版,连环画报,大众医学,时事资料手册,兵器知识,4
马识途 （四字口语）,老公,大款,疼人,会过日子,勤俭持家,3
七月八月正当忙，碰见一班读书郎，捣我房屋毁我床，把我捉去坐监房。 （打一动物）,纺织娘,斑鸠,布谷鸟,蟋蟀,蛐蛐,3
一片一片，片片相盖，不怕风吹雨打，只怕冰雹砸坏。 （打一物）,砌,桁桷,屋脊,瓦,砖,3
黑色圈圈波板糖，点燃它后身不痒。 （打一生活用品）,蚊香,火柴,苍蝇拍,敌敌畏,蟑螂药,0
二姑娘的包袱（打一成语）,不死不活,软骨头,窝窝囊囊,没出息,安安稳稳,2
只许进，不许停！ （打成语一）,虎狼之师,骄兵,令行禁止,有进无退,以一当十,2
盼雨 （打一成语）,腐儒,沽名钓誉,不乏其人,鄙俗,等而下之,4
出海捕捞结同盟 （称谓职务）,网友,明星,丫丫,不少,围观,0
一封朝奏九重天，夕贬潮阳路八千。 （打俗语四字）,好歹,强人所难,况且,说得过去,意思意思,3
避孕措施落实后 （打一成语）,怀才不遇,李广难封,雄心大志,一事无成,孤芳自赏,0
最大的空间 （打一成语）,精妙绝伦,源远流长,叹为观止,包罗万象,异彩纷呈,3
荧屏一扫虚假风 （电视剧·探骊格）,霍元甲,陈真,黄飞鸿,再向虎山行,少林寺,1
东坡杖 （木名）,扶苏,李斯,大将军,胡亥,千古一帝,0
小小东西腹中空，生就一副好喉咙，唱起山歌声嘹亮，千军万马它调动。 （打一物）,军号,旗兵,长笛,仪仗队,大刀进行曲,0
青丝青秆，黄绿打伞，柳叶腊梅，不开花结个秤锤。 （打一植物）,大豆,小麦,玉米,高粱,水稻,2
皇家发言人 （打一成语）,替天行道,为民除害,犯上作乱,路见不平,放下屠刀立地成佛,0
只可意会 （打成语一）,信得过,举手之劳,义不容辞,毫无怨言,尽其所能,2
头戴尖尖帽，身穿节节衣，一场春雨后，脑袋钻出地。 （打一植物）,莲藕,蕨菜,莴苣,茭白,竹笋,4
纤夫汗滴如雨 （打一成语）,拉人下水,入套,引蛇出洞,不打自招,别有用心,0
一物生得奇，从来不露面，张牙舞爪气势强。 （打一动物）,蟒,龙,凤凰,虎头,蛇,1
九点上楼依次到 （中药名）,血竭,脑灵素胶囊,回春丹,复方夏天无片,再造丸,4
欠五元，只肯还两元。 （打三字俗语）,龌龊,颠倒黑白,下三滥,卑鄙无耻,不要脸,2
开支不再老一套 （打一成语）,十八般,名目繁多,屡见不鲜,粉墨登场,花样翻新,4
马嵬怀古 （四字电影）,真没想到,怪不得,果然如此,有两下子,早知道,0
盲人下围棋 （打成语一）,操戈入室,裘弊金尽,皂白不分,济恶,笔下超生,2
任劳又任怨，田里活猛干，生产万顿粮，只把草当饭。 （动物）,牛,吃草,猪,羊,膘肥体壮,0
布衣流芬 （植物名）,郁金,桅子,白丁香,连翘,合欢花,2
阅榜落选 （打成语一）,全景,相映成趣,玻璃地板,一览无余,浮想联翩,3
成年 （打成语一）,一朝一夕,日积月累,三天打鱼，两天晒网,潜移默化,慢慢的我,1
雁去神州觅更稀 （打一唐诗目）,寻陆鸿渐不遇,长安春望,野老歌,思归乐,渭川田家,0
谋董贼孟德献刀 （打一成语）,一行作吏,国不堪贰,投畀豺虎,操戈入室,甿隶,3
新主帽下藏利刃·徐妃格 （动物名）,蜈蚣,鳄鱼,蜥蜴,森蚺,蟒蛇,4
战表 （常言俗语三字）,打招呼,站起来,微笑,说着,不好意思,0
弯弯转转，梳个盘头，娘子出轿，扇子遮头。 （打一动物）,河蚌,黄鳝,蛏子,田螺,螃蟹,3
快乐的骑兵 （打成语一）,南腔北调,人欢马叫,川流不息,披红挂绿,锣鼓震天,1
难忘高考日 （称谓职务）,澎湃新闻,负责人,记者,北京晚报,紫牛,2
红颜薄命 （外国电影）,绝色佳人,英俊少年,风流潇洒,美男子,气度不凡,1
大话换得掌声多 （打一俗称谓）,吹鼓手,都头,牌子曲,祭酒,咔戏,0
入伍在望 （打一汉诗篇目）,石壕史,照镜见白发,怀良人,相顾无相识,十五从军行,4
为客队夺魁而高兴 （打一成语）,溢于言表,抚掌,手舞足蹈,更乐,喜不自胜,4
特别害怕容颜逝 （打一成语）,心胆俱裂,气急败坏,大惊失色,愕然,尖叫起来,2
家住江湖小溪里，模样奇特太稀奇，人人都是皮包骨，只有我是骨包皮。 （猜一动物）,乌龟,鳄鱼,青蛙,狐狸,鸵鸟,0
有种无收 （打一鸟名，虾须格）,雁,伯劳,鸺鹠,鸟,家燕,1
违法乱纪者必绳之以法 （打一外国小说名）,罪与罚,地下室手记,十日谈,少年维特的烦恼,卡拉马佐夫兄弟,0
开在九月天，不招蜂和蝶，任凭西风起，霜打不凋谢。 （打一花卉）,菊花,百合,牡丹,山茶,刺玫,0
三片瓦，盖座庙，里面坐个白老道。 （打一植物）,杂粮,大豆,荞麦,红薯,青稞,2
王婆设计，金莲投毒。 （打一成语）,上天眷顾,安然无恙,大难不死,虚惊一场,捡回,2
头插花翎翅，身穿彩旗袍。终日到处游，只知乐逍遥（打一动物名）,一只小蜜蜂,瓢虫,蜻蜓,花儿,蝴蝶,4
芝麻绿豆官 （常言俗语三字）,讨人喜欢,没心没肺,爱哭,孩子气,长不大,4
冰里生来火里长，三月春风起绿浪，南风吹来遍体金，粉身碎骨为人香。 （打一植物）,大豆,玉米,水稻,小麦,粮食作物,3
一刀切 （打一成语）,含糊其辞,统一口径,避重就轻,撇清,实情,1
杜鹃声声杜鹃开 （打一成语）,天高云淡,景色怡人,世外桃园,绿树成阴,鸟语花香,4
一言既出驷马难追 （打成语一）,不是不可能,痴人说梦,九死一生,谈何容易,天方夜谭,3
零工资上岗 （酒名）,赔本,划不来,赖账,意思意思,白干,4
五颜六色小宝宝，味儿清香冒泡泡；不要水中一直泡，转眼身体变小了。 （打一生活用品）,肥皂,清洁剂,抹布,洗衣粉,牙膏,0
冬云 （打成语一）,阴阳怪气,无理取闹,讥讽,胡搅蛮缠,冷言冷语,4
空有这花容月貌 （贬称谓）,好色之徒,小白脸,多情种子,放荡的女人,寻花问柳,0
听你演唱，一声不响，学你腔调，一模一样 （打一电器）,吉他,录音机,电铃,口琴,喇叭,1
有方有圆，有红有绿 （打一常用成语）,那些,或多或少,千篇一律,形形色色,无数,3
小妹捎来问候声 （五字歌曲）,大哥你好吗,黑鸭子合唱组,纤夫的爱,中华民谣,命运不是辘轳,0
千里之行赏牡丹 （打一成语）,照本宣科,随便翻翻,匆匆而过,短暂停留,走马观花,4
后有追兵前无去路 （打一成语）,走投无路,进退两难,心急如焚,迫不得已,一筹莫展,1
塘沽码头传笑语 （打一成语）,轰动一时,唏嘘不已,津津乐道,家喻户晓,大跌眼镜,2
苦谏乾隆下江南 （打一成语）,发愤图强,一鸣惊人,力争上游,埋头苦干,不甘落后,2
粽子头，梅花脚，坐下一张弓，走时一溜风。 （打一动物）,旺财,巴哥,猫,狗,兔子,3
寻了半天只见“东、西、南” （打四字俗语）,落花流水,晕头转向,抓瞎,得亏,找不着北,4
维他可乐 （歌曲名）,老情歌,爱的代价,把悲伤留给自己,漫步人生路,许美静,2
是祸躲不过·回文格 （二字电影）,残兵败将,隐姓埋名,避难,搜捕,险遭不测,2
远看像个坟，近看还有门，进门就有炕，偏偏不睡人。 （打一物）,窑,瓷壶,复烧,窰,炉子,0
昭君出塞 （杜甫篇目）,丽人行,诗圣杜甫,关山月,花间集,连昌宫词,0
头戴珊瑚笔架，身穿五色衣裳，一声高唱，日出东方。 （打一动物）,黄鼠狼,下蛋,鸭子,大白鹅,公鸡,4
仰高山之颠而长嘘 （打成语一）,扬眉吐气,翻身做主,威风,一鸣惊人,拨云见日,0
大户 （歌曲名）,匹夫有责,和为贵,社会理想,求同存异,天下一家,4
底部钝形像朵花，西餐配菜营养多。 （打一蔬菜）,花菜,莴笋,豆角,茄子,西红柿,0
一圈一圈摆好阵，浓烟滚滚击敌人，敌人见它绕着走，昏昏迷迷丧命魂。 （打一常用物）,苍蝇拍,蟑螂药,火柴,蚊香,敌敌畏,3
圆圆的身子，细细的肠子，小小的帽子，长长的辫子。 （打一物）,开关,收音机,吊扇,电灯,光管,3
宇文称帝为隋而灭 （古代著作）,周易,论语,六爻,阴阳五行,孔子研究,0
样子像青草，想吃割几刀，今天割一把，几天又长高。 （打一植物）,蒜苗,香椿,茼蒿,萝卜,韭菜,4
八月初 （果品）,干荔枝,枸杞,龙眼肉,红枣,桂圆,4
元首 （打一成语）,始终如一,无所畏惧,信念,难能可贵,坚持不懈,0
管他天王老子 （打一称谓）,御驾亲征,朱厚照,小皇帝,太后,大将军,2
雌雄相配极亲爱，穿入花间前后随，梁山伯搭祝英台，再世还魂不拆开。 （打一动物）,蝴蝶,一只小蜜蜂,瓢虫,蜻蜓,花儿,0
卷帘一看，徒儿喝多了。 （四字称谓）,显赫,富家女,关系户,高干子弟,大款,3
保护视力（打一成语）,不识大体,小心眼儿,讨人嫌,记仇,死要面子,1
弟兄一般大，常在腰下挂，走时不着地，藏在脚底下。 （打一物）,斧头,弓骑兵,回回炮,马镫,标枪,3
儿童讲文明 （《诗经》篇目）,婷婷,倩倩,哥哥,木木,小雅,4
晓角 （打一报刊名）,同醉,当歌,知音,花间一壶酒,曲高和寡,2
灯光灭虫 （打成语一）,飞蛾扑火,神魂颠倒,前仆后继,奋不顾身,轰轰烈烈爱一场,0
且与吴门作交易 （打一《楚辞》篇目）,八荒,天问,望舒,白帝,逍遥游,1
一个医生嘴巴尖，天天出诊去林间。这敲敲，那听听，要动手术把头点。 （打一动物）,七星瓢虫,松鸭,啄木鸟,猫头鹰,小云雀,2
亲信得病 （打一成语）,扫灭,心腹之患,唇亡齿寒,望风而逃,剿除,1
黄道吉日 （打一成语）,兵部尚书,奉旨,钦命,便宜行事,大将军,3
随风潜入夜 （歌曲名）,泪海,无声的雨,一面湖水,漫步人生路,想和你去吹吹风,1
长方形，遇水滑，出白泡，通风晾。 （打一生活用品）,洗衣粉,肥皂,抹布,清洁剂,牙膏,1
小小青果维C多，盐入树皮果实落。 （打一水果）,佛手柑,杨桃,橄榄,柠檬,无花果,2
三男征战次子回 （外国电影）,祸不单行,险象环生,龙头大哥,话说当年,难兄难弟,4
虽是鸟儿会游泳，一个猛子扎得深，逮住鱼儿它不吃，叼到岸上给主人。 （打一动物）,鱼鹰,鸬鹚,水鸟,野鸭,白鹭,1
散淡 （十字电影）,疯狂的石头,一半是海水，一半是火焰,看上去很美,文艺片,悲喜交加,1
白油纸扇白绿边，聪明姑娘猜半年。 （打一蔬菜）,白菜,大葱,茄子,莴笋,萝卜,0
就我还未富起来 （中药名）,鬼能,人发,末日的,川流不息,飘,1
龙的传人已腾飞 （歌曲名）,黑头发飘起来,大哥你好吗,天不下雨天不刮风天上有太阳,草原的月亮,故乡是北京,0
立此永远存照 （打一鲁迅篇目）,纱罩,帐钩,供果,插香,长命灯,4
节日加班图加薪 （打一成语）,当即,斩钉截铁,异口同声,不假思索,大喜过望,3
凶拳对笑脸 （打一三字口语）,讪笑,客套话,打哈哈,装糊涂,扯东扯西,2
文蓉之愿 （打成语一）,随心所欲,我行我素,毫无节制,放纵,面面俱到,0
一梨春雨润于酥 （打成语一）,拖泥带水,一是一，二是二,直来直去,四平八稳,退缩,0
铁板子，木把子，爬上墙壁过日子。 （打一物）,脱模,擀面杖,抹刀,锅铲,毛刷,2
大器晚成·摘遍格 （花卉树木）,栀子花,茉莉,玫瑰,蔷薇,水仙,1
欠单 （打一成语）,鲜见,顺理成章,大有人在,诚然,不足为奇,4
私自离岗，多天未回 （打一成语）,元气大伤,战争规模,短兵相接,旷日持久,愈演愈烈,3
也傍桑阴学种瓜 （打一荣誉美称）,劳动模范,三八红旗手,优秀党员,同志,先进工作者,0
意外事故 （打一成语）,心胆俱裂,行险,事出意外,始料不及,情势逆转,2
狼来啦 （打一水果名）,青枣,枇杷,荔枝,胡柚,杨梅,4
比干抗议受非刑 （打一成语）,笨嘴拙舌,有口无心,颠三倒四,粗枝大叶,言不由衷,1
以夕话旧 （打成语一）,结驷连骑,聊以卒岁,一行作吏,并日而食,诗经·陈风·衡门,1
残阳如血 （打一歌曲名）,夕阳无限好,红日,晚霞,朝暾,碧天,1
赛程才到半，一定不要主动求变。 （打一称谓）,邦女郎,足球宝贝,性感比基尼,火辣身材,模特,1
节制嗜好 （打一外国名著）,简爱,包法利夫人,斯佳丽,悲惨世界,安妮日记,0
离愁别恨 （打二字中药名）,合欢,水仙,海棠,万花,优昙,0
潇洒入市，持仓而涨。 （打俗语六字）,笑骂从汝,劣迹昭彰,玩于股掌之上,以长攻短,揽权自重,2
张行 （俗语三字）,滚吧,敬酒不吃吃罚酒,看我怎么收拾你,走着瞧,好自为之,3
裾衫沾马汗 （打一成语）,多难兴邦,人文荟萃,渊源流长,一衣带水,星移斗转,3
宣传文明经商 （打一成语）,推心置腹,自讨没趣,唇枪舌剑,话不投机,闲谈,3
烧香碰倒菩萨 （打一成语）,愣头愣脑,笨家伙,不知好歹,多管闲事,冒失鬼,4
闭目 （俗语三字）,不开眼,冒失鬼,妖里妖气,来找茬,神魂颠倒,0
阎罗王 （打一成语）,嘀嘀咕咕,大模大样,闷声不响,鬼头鬼脑,贼溜溜,3
一颗星星金光闪，绕着地球转得欢，会播音乐会唱歌，会给山河拍照片。 （打一物）,宇宙飞船,人造卫星,地球轨道,炸弹,太空探测器,1
睡莲初醒 （中药名）,大腹皮,广木香,苏梗,白蔻仁,旋复花,2
高价姑娘害新郎 （打一成语）,自食其果,嫁祸于人,混淆是非,居心险恶,掩耳盗铃,1
白天一肚毛，夜里空肚熬，冬天常见它，地位比人高。 （打一物）,手套,戴上,围巾,眼镜,帽子,4
圣诞树下迎卯年 （打一成语）,自投罗网,出其不意,声东击西,守株待兔,瓮中捉鳖,3
仙女飘飘，飞上青天，不怕风吹，就怕火烧。 （打一玩具）,捉蝴蝶,风筝,越飞越高,蚂蚱,稻草人,1
尖尖脑袋模样丑，眼睛耳朵都没有；人称地龙土里游，蜘蛛咬人用它救。 （打一动物）,黄鳝,泥鳅,青虫,蚯蚓,蝌蚪,3
未知故乡在何方 （打俗语五字）,举目无亲,人生地不熟,两眼一抹黑,去打工,上海闯荡,1
高山砍竹，低处扎屋，穿金带银，低头进门 （打一交通工具）,吹吹打打,李府,轿子,家丁,马车,2
一处 （打俗语四字）,天下大治,政通人和,民不聊生,周礼,尧舜,0
推演八卦·徐妃格 （动物名）,甲虫,蜥蜴,蝾螈,蜘蛛,鳄鱼,1
出不入兮往不返 （鸟名）,寻归,万仞山,别赋,长离,子规,3
身上白，肚里黑，不偷东西却叫贼。 （打一动物）,海葵,乌贼,鳖,章鱼,鳗,1
两手抱个枪，开动呼呼响，埋头钻洞子，不把价钱讲。 （打一物）,铁锹,焊枪,炮烟,风钻,砟,3
口大朝着天，耳大垂过肩，能吃没手脚，让人背上山。 （打一物）,背篓,扁担,箩头,撮箕,麻袋,0
兄弟两人同走路，摆一摆来走一走，常年劳累不停歇，走来走去未出户 （用具）,怀表,茶几,台灯,床头柜,挂钟,4
没羽箭 （中药名）,天花粉,黄芩,牛蒡子,射干,苍术,3
生米做成粥 （打一成语）,说时迟，那时快,左右开弓,抡,扫堂腿,怒发冲冠,1
飞燕呢喃 （打一《聊斋志异》篇目）,嘤嘤成韵,雀鸣,蛙曲,布谷,鸟语,4
旧账不勾销 （古代著作）,司马迁,史记,资治通鉴,汉书,战国策,1
像瓢不舀汤，像扇不扇凉，出来成双对，见面打一场。 （打一物）,文具盒,kt板,乒乓球拍,扑克牌,蜡光纸,2
透过窗缝看落日（打一成语）,一线希望,凶多吉少,两手准备,坐以待毙,心有不甘,0
小小身体脾气躁，动它尾巴脑袋翘，牙齿咬得吱吱响，火星点点头上烧。 （打一生活物）,氢气球,电击器,打火机,蜡烛,香烟,2
一只大鸟真美丽，身穿锦缎七彩衣，拖地长裙展开时，一把大扇在眼前。 （打一动物）,凤凰,孔雀,雉鸡,金雕,天鹅,1
手像脚来脚像手，屁股红来脸儿丑，动作表情挺像人，爬杆上树是能手。 （打一动物）,老鼠,猴子,狒狒,狐狸,狗熊,1
关着八只角，开着却十六只角，虽然只有一个壳，比谁都富足。 （打一物）,箱子,暗格,抽屉,麻袋,信封,0
信箱背上背，蜻蜓头上立，隔山又隔水，消息能传递。 （打一物）,高音喇叭,电报,步话机,观察哨,探照灯,2
紫红线儿埋山洼，光长叶来不开花，到了秋后连根挖，带出一堆胖娃娃。 （打一植物）,红薯,芋头,南瓜,板栗,杂粮,0
词作家（打一成语）,聱牙诘屈,沽名钓誉,言之无物,玩弄词藻,汪洋自恣,3
给陕西差评 （打一古文名篇）,报任安书,史记,唐雎不辱使命,司马迁,过秦论,4
出身出在海里，住身住在竹家庄，拨勒丁家来捉住，朝朝夜夜放豪光。 （打一动物）,淡菜,牡蛎,蛏子,蛤蜊,海蜇,1
五行本属土，生平不怕火，有人看我吃铁，我也不曾下肚。 （打一物）,锉子,铁片,磨刀石,困兽犹斗,出头鸟,2
鲁迅题字 （打一古代著作）,通典,周书,宋微子世家,武帝本纪,史记索隐,1
一艘潜艇不靠岸，海里沉浮随心愿，不烧煤来不用油，只见冒水不冒烟。 （打一动物）,鲸,海星,鲨,章鱼,鳄,0
司机要罢工 （打三字常言俗语）,烦心事,一走了之,以泪洗面,没出息,想不开,4
旧貌尚未换新颜 （打成语一）,面不改色,得意洋洋,若无其事,气定神闲,一本正经,0
合同规定一二篇 （打成语一）,约法三章,恩威并施,有言在先,说话算数,讲明,0
行若无事反入迷途 （歌曲名）,千千阙歌,每天爱你多一些,朋友别哭,城里的月光,漫步人生路,4
打渔歌 （外国歌曲名）,拉网小调,四季歌,北国之春,月亮月光光,古筝经典,0
圣旨到 （打一鲁迅篇目）,固步自封,拿来主义,生搬硬套,闭门造车,另辟蹊径,1
守株待兔非上策 （打一成语）,腐儒,不乏其人,鄙俗,沽名钓誉,等而下之,4
一物生得怪，人来它就开，夜里关得紧，谁也进不来。 （打一物）,敲开,墙,钥匙,窗户,门,4
云山共枕拥蓟门 （聊斋志异篇目）,连城,南安,汀州,东方,古庙,0
相对无言 （打俗语四字）,当机立断,刚一,甩手,二话不说,大喜过望,3
调动一切积极因素 （打成语一）,毫无顾虑,大刀阔斧,不遗余力,尽一切可能,拿手好戏,2
身子小来脑袋大，平生只说一句话，这句话儿分量重，管叫敌人回老家。 （打一物）,手榴弹,机枪,炸药,定向地雷,爆破筒,0
浣花草堂停开放 （打成语一）,杜门谢客,身后萧条,解甲归田,罢相,王伯沆,0
大有人在 （打一成语）,一去不返,流失的岁月,销声匿迹,化为乌有,随风飘逝,0
身上刺花不屑顾 （打一成语）,沽名钓誉,皮里阳秋,文人相轻,武无第二,求全责备,2
年终决算 （称谓职务）,元首,总统,梅德韦杰夫,领导人,外交官,1
电影《王牌保镖》 （打一成语）,朝夕相处,平易近人,熟络,打成一片,嘻嘻哈哈,3
夕阳无限好 （打一成语）,莫名其妙,理所当然,哭笑不得,奇怪,乱七八糟,0
从认识到了解 （打一成语）,底气,小心眼,自知之明,目中无人,看轻,2
人有反复 （中国电影）,晨哥,慧慧,女汉子,土里土气,丫丫,4
小小姑娘夜纳凉，身挂灯笼光微亮。 （打一动物）,月亮,飞蛾,萤火虫,繁星,蝴蝶,2
一物长得真奇怪，腰里长出胡子来，拨开胡子开一开，露出牙齿一排排 （植物）,高粱,水稻,大豆,小麦,玉米,4
哑剧落了幕 （歌曲名）,萍聚,情已逝,无言的结局,梦醒时分,爱一个人好难,2
为人托大，其何与共？ （打成语一）,稀里糊涂,熟络,一来二去,他俩,隔三差五,2
误差 （打一成语）,顺水推舟,节外生枝,事已至此,开脱,将错就错,4
不准超过十五分钟（打一成语）,任重道远,当务之急,刻不容缓,亡羊补牢,为时未晚,2
月中行 （聊斋志异篇目）,瑞生祥,政,二商,长治女子,顺成,2
臣子恨，何时灭。 （打一唐诗目）,秋晨,琴心,幽月,雁,望雪,4
耳朵长长吃蔬菜，蹦蹦跳跳真可爱。（打一动物）,青蛙,狐狸,兔子,小狗,老鼠,2
门卫工作事不多 （打三字口语）,明媒正娶,打光棍,守活寡,没出息,成亲,2
期市（打一成语）,稀里哗啦,撕心裂肺,哭泣,痛不欲生,死去活来,1
仅仅看中间 （打一成语）,数一数二,同属,出奇,不相上下,并驾齐驱,3
身披黄袍排排牙，拿它炖汤味道佳。 （打一植物）,水稻,高粱,玉米,小麦,大豆,2
小时生在水里，大时长在陆地；小时穿黑裙，长大披绿衣。 （打一动物）,狒狒,小鸭子,水獭,青蛙,乌龟,3
连声称赞他口才好 （打一成语）,沽名钓誉,大话空话,唱高调,自我吹嘘,夸夸其谈,4
赞成何须用双手 （打一成语）,强人所难,大材小用,多此一举,易如反掌,介怀,2
哥哥怕弟弟 （打一成语）,宝刀未老,前途无量,不鸣则已，一鸣惊人,自古英雄出少年,后生可畏,4
马骏日行三万里 （打一古代称谓）,都头,马快,裴元绍,家丁,华雄,1
登山禁区 （打成语一）,直插云霄,高不可攀,天方夜谭,却步,望洋兴叹,1
撼山易，撼隋文帝难 （打一成语）,一往直前,所向无敌,破碎,坚不可摧,爱情的旅程,3
垂涎三尺 （打三字俗语）,俗语,好了歌,游子吟,顺口溜,土话,3
年纪不算大，胡子一大把，不分大和小，只会叫妈妈 （动物）,马肉,鸡,羊,鹅,猪,2
传家有故书 （打一小说书名）,老舍文集,学林出版社,巴金传,哥伦比亚的倒影,风云初记,0
一个白发老妈妈，走起路来四边爬，不用铁鎝不用锄，种下一片好芝麻（打一动物名）,卵袋,昆虫纲,蜜蜂,蟾蜍,蚕蛾,4
书中自有黄金屋 （打一成语）,稳赚不赔,一本万利,做生意,买空卖空,暴富,1
梦里失火喊救命（打一成语）,吓,出人命,大难不死,乐极生悲,虚惊一场,4
四海无闲田 （打一成语）,锋芒毕露,不留余地,一刀两断,心慈手软,冷酷无情,1
一人扶我到孤洲，但闻百鸟叫啁啁，在生茶饭无着落，死后骸骨无人收。 （打一物）,蝴蝶,稻草人,狗熊,鼹鼠,飞斧,1
遗容 （打一俗语三字）,自讨没趣,难堪,下不了台,丢面子,出风头,3
由于远视眼而戴 （打一清代小说）,金陵十二钗,镜花缘,红楼梦,李汝珍,聊斋志异,1
兄弟二人一个样，肚子圆圆耳朵长，干活时候不碰头，一个下去一个上。 （打一物）,水桶,脸盆,扁担,葫芦瓢,网兜,0
墙壁是我好邻居，每天都要换新衣；时间从我手中过，督促人们争朝夕。 （打一物）,明信片,日历,书签,效率手册,贺卡,1
银海春光好，扁舟环山来 （鸟名）,相思,离人心上秋,痴念,两处闲愁,朝朝暮暮,0
三丈四尺 （六字口语）,嚼舌头,好吃懒做,碎嘴,男婚女嫁,张家长，李家短,4
一条小小虫，自己做灯笼，躲在灯笼里，变个飞仙女（打一动物名）,蚕,蚌,蜈蚣,蟒,蟾蜍,0
许褚怒战马超 （打成语一）,困兽犹斗,赤膊上阵,坐收渔利,摇旗呐喊,硬干,1
说与旁人浑不解 （打一成语）,底气,看轻,自知之明,目中无人,小心眼,2
青马黑肚皮，吃草无脚迹，吃了千山草，没留马脚迹。 （打一物）,斧头,长矛,镰刀,短剑,铁锹,2
妖妖奇，奇妖妖，树上挂了多少刀。 （打一植物）,仙鹤草,臭椿,皂荚,柏树叶,五倍子,2
青天白日睡大觉，夜晚一宿去放哨，两眼一瞪喵喵叫，老鼠听了心就跳。 （打一动物）,喵喵,小橘,狗,猫,兔子,3
法官的工作 （打一成语）,李伯言,孽庶,申斥,判冤决狱,罪加一等,3
像是烟来没有火，说是雨来又不落，有时能遮半边天，有时只见一朵朵 （自然物）,独鹤与飞,云,埃昏,地圻,苏子,1
青皮白肉长身体，吃起它来味甜蜜。 （打一植物）,香蕉,地瓜,枇杷,黄皮果,甘蔗,4
七人皆失踪 （打一成语）,毁于一旦,化为乌有,付诸东流,烟消云散,所剩无几,1
土皇帝 （打二字中药）,魔虎,比蒙巨兽,地龙,狼毒,蒺藜,2
